
                                              MFCS/win                    Report printed:                2025-02-20 13:09:55
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_34_lowo2_2                Batch created:            2025-02-14 12:32:21

 Experiment Start:          2025-02-14 12:32:21                 Experiment Stop:          2025-02-17 12:36:20

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  EXT_F
                                                        %
  Data
                                                      Value


 Date    /  Time                Age

14-02-2025 12:32:22             0.000                   0

14-02-2025 13:02:22             0.500                   0
14-02-2025 13:32:22             1.000                   0
14-02-2025 14:02:22             1.500                   0

14-02-2025 14:32:22             2.000                   0
14-02-2025 15:02:22             2.500                   0
14-02-2025 15:32:22             3.000                   0

14-02-2025 16:02:22             3.500                   0
14-02-2025 16:32:22             4.000                   0

14-02-2025 17:02:22             4.500                   0
14-02-2025 17:32:22             5.000                   0
14-02-2025 18:02:22             5.500                   0

14-02-2025 18:32:22             6.000                   0
14-02-2025 19:02:22             6.500                   0

14-02-2025 19:32:22             7.000                   0
14-02-2025 20:02:22             7.500                   0
14-02-2025 20:32:22             8.000                   0

14-02-2025 21:02:22             8.500                   0
14-02-2025 21:32:22             9.000                   0

14-02-2025 22:02:22             9.500                   0
14-02-2025 22:32:22            10.000                   0
14-02-2025 23:02:22            10.500                   0

14-02-2025 23:32:22            11.000                   0
15-02-2025 00:02:22            11.500                   0
15-02-2025 00:32:22            12.000                   0

15-02-2025 01:02:22            12.500                   0
15-02-2025 01:32:22            13.000                   0

15-02-2025 02:02:22            13.500                   0
15-02-2025 02:32:22            14.000                   0
15-02-2025 03:02:22            14.500                   0

15-02-2025 03:32:22            15.000                   0
15-02-2025 04:02:22            15.500                   0

15-02-2025 04:32:22            16.000                   0
15-02-2025 05:02:22            16.500                   0
15-02-2025 05:32:22            17.000                   0

15-02-2025 06:02:22            17.500                   0


15-02-2025 06:32:22            18.000                   0
15-02-2025 07:02:22            18.500                   0

15-02-2025 07:32:22            19.000                   0
15-02-2025 08:02:22            19.500                   0
15-02-2025 08:32:22            20.000                   0

15-02-2025 09:02:22            20.500                   0
15-02-2025 09:32:22            21.000                   0

15-02-2025 10:02:22            21.500                   0
15-02-2025 10:32:22            22.000                   0
15-02-2025 11:02:22            22.500                   0

15-02-2025 11:32:22            23.000                   0
15-02-2025 12:02:22            23.500                   0

15-02-2025 12:32:22            24.000                   0
15-02-2025 13:02:22            24.500                   0
15-02-2025 13:32:22            25.000                   0

15-02-2025 14:02:22            25.500                   0
15-02-2025 14:32:22            26.000                   0
15-02-2025 15:02:22            26.500                   0

15-02-2025 15:32:22            27.000                   0
15-02-2025 16:02:22            27.500                   0
