
                                              MFCS/win                    Report printed:                2025-02-20 13:09:12
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_33_BDCU2_lowo2_3          Batch created:            2025-02-05 09:53:21

 Experiment Start:          2025-02-05 09:53:21                 Experiment Stop:          2025-02-08 09:58:37

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                     Setpoint


 Date    /  Time                Age

05-02-2025 09:53:21             0.000                  5.0

05-02-2025 10:23:21             0.500                  5.0
05-02-2025 10:53:21             1.000                  5.0
05-02-2025 11:03:22             1.167                  5.0

05-02-2025 11:03:37             1.171                  25.0
05-02-2025 11:23:21             1.500                  25.0
05-02-2025 11:53:21             2.000                  25.0

05-02-2025 12:23:21             2.500                  25.0
05-02-2025 12:53:21             3.000                  25.0

05-02-2025 13:23:21             3.500                  25.0
05-02-2025 13:23:40             3.505                  25.0
05-02-2025 13:23:55             3.509                  5.0

05-02-2025 13:53:21             4.000                  5.0
05-02-2025 14:23:21             4.500                  5.0

05-02-2025 14:53:21             5.000                  5.0
05-02-2025 15:23:21             5.500                  5.0
05-02-2025 15:53:21             6.000                  5.0

05-02-2025 16:23:21             6.500                  5.0
05-02-2025 16:40:30             6.786                  5.0

05-02-2025 16:40:45             6.790                  4.0
05-02-2025 16:41:00             6.794                  4.0
05-02-2025 16:41:15             6.798                  5.0

05-02-2025 16:53:21             7.000                  5.0
05-02-2025 17:23:21             7.500                  5.0
05-02-2025 17:53:21             8.000                  5.0

05-02-2025 18:23:21             8.500                  5.0
05-02-2025 18:53:21             9.000                  5.0

05-02-2025 19:23:21             9.500                  5.0
05-02-2025 19:53:21            10.000                  5.0
05-02-2025 20:23:21            10.500                  5.0

05-02-2025 20:53:21            11.000                  5.0
05-02-2025 21:23:21            11.500                  5.0

05-02-2025 21:53:21            12.000                  5.0
05-02-2025 22:23:21            12.500                  5.0
05-02-2025 22:53:21            13.000                  5.0

05-02-2025 23:23:21            13.500                  5.0


05-02-2025 23:53:21            14.000                  5.0
06-02-2025 00:23:21            14.500                  5.0

06-02-2025 00:53:21            15.000                  5.0
06-02-2025 01:23:21            15.500                  5.0
06-02-2025 01:53:21            16.000                  5.0

06-02-2025 02:23:21            16.500                  5.0
06-02-2025 02:53:21            17.000                  5.0

06-02-2025 03:23:21            17.500                  5.0
06-02-2025 03:53:21            18.000                  5.0
06-02-2025 04:23:21            18.500                  5.0

06-02-2025 04:53:21            19.000                  5.0
06-02-2025 05:23:21            19.500                  5.0

06-02-2025 05:53:21            20.000                  5.0
06-02-2025 06:23:21            20.500                  5.0
